+-------------+---------------+----------+----+------+
| first_name  |   last_name   |  salary  | HR | year |
| Don         | Sutton        | 750000   | 0  | 1985 |
| Don         | Sutton        | 890000   | 0  | 1986 |
| Don         | Sutton        | 890000   | 0  | 1987 |
| Don         | Sutton        | 350000   | 0  | 1988 |
| Larry       | Sutton        | 150000   | 2  | 1997 |
| Larry       | Sutton        | 172500   | 5  | 1998 |
| Larry       | Sutton        | 240000   | 2  | 1999 |
| Larry       | Sutton        | 305000   | 1  | 2001 |
| Ichiro      | Suzuki        | 5666667  | 8  | 2001 |
| Mac         | Suzuki        | 212000   | 0  | 1999 |
| Mac         | Suzuki        | 212000   | 0  | 1999 |
| Mac         | Suzuki        | 220000   | 0  | 2000 |
| Mac         | Suzuki        | 320000   | 0  | 2001 |
| Mac         | Suzuki        | 320000   | 0  | 2001 |
| Mac         | Suzuki        | 320000   | 0  | 2001 |
| Dale        | Sveum         | 60000    | 7  | 1986 |
| Dale        | Sveum         | 92500    | 25 | 1987 |
| Dale        | Sveum         | 185000   | 9  | 1988 |
| Dale        | Sveum         | 230000   | 1  | 1990 |
| Dale        | Sveum         | 335000   | 4  | 1991 |
| Dale        | Sveum         | 375000   | 2  | 1992 |
| Dale        | Sveum         | 375000   | 2  | 1992 |
| Dale        | Sveum         | 400000   | 12 | 1997 |
| Dale        | Sveum         | 800000   | 0  | 1998 |
| Dale        | Sveum         | 200000   | 3  | 1999 |
| Russ        | Swan          | 108000   | 0  | 1991 |
| Russ        | Swan          | 195000   | 0  | 1992 |
| Russ        | Swan          | 435000   | 0  | 1993 |
| Russ        | Swan          | 400000   | 0  | 1994 |
| Dave        | Swartzbaugh   | 153500   | 0  | 1997 |
| Mark        | Sweeney       | 109000   | 2  | 1995 |
| Mark        | Sweeney       | 125000   | 3  | 1996 |
| Mark        | Sweeney       | 185000   | 2  | 1997 |
| Mark        | Sweeney       | 185000   | 0  | 1997 |
| Mark        | Sweeney       | 235000   | 2  | 1998 |
| Mark        | Sweeney       | 515000   | 2  | 1999 |
| Mark        | Sweeney       | 515000   | 1  | 2000 |
| Mike        | Sweeney       | 109000   | 0  | 1995 |
| Mike        | Sweeney       | 114000   | 4  | 1996 |
| Mike        | Sweeney       | 175000   | 7  | 1997 |
| Mike        | Sweeney       | 230000   | 8  | 1998 |
| Mike        | Sweeney       | 265000   | 22 | 1999 |
| Mike        | Sweeney       | 2250000  | 29 | 2000 |
| Mike        | Sweeney       | 5000000  | 29 | 2001 |
| Bill        | Swift         | 75000    | 0  | 1986 |
| Bill        | Swift         | 77500    | 0  | 1988 |
| Bill        | Swift         | 195000   | 0  | 1989 |
| Bill        | Swift         | 370000   | 0  | 1990 |
| Bill        | Swift         | 950000   | 0  | 1991 |
| Bill        | Swift         | 2316667  | 0  | 1992 |
| Bill        | Swift         | 3316667  | 0  | 1993 |
| Bill        | Swift         | 2316667  | 0  | 1994 |
| Bill        | Swift         | 3933333  | 1  | 1995 |
| Bill        | Swift         | 4608333  | 0  | 1996 |
| Bill        | Swift         | 4608333  | 0  | 1997 |
| Bill        | Swift         | 425000   | 0  | 1998 |
| Greg        | Swindell      | 60000    | 0  | 1986 |
| Greg        | Swindell      | 68750    | 0  | 1987 |
| Greg        | Swindell      | 90000    | 0  | 1988 |
| Greg        | Swindell      | 285000   | 0  | 1989 |
| Greg        | Swindell      | 840000   | 0  | 1990 |
| Greg        | Swindell      | 2025000  | 0  | 1991 |
| Greg        | Swindell      | 2500000  | 0  | 1992 |
| Greg        | Swindell      | 3750000  | 0  | 1993 |
| Greg        | Swindell      | 3750000  | 0  | 1994 |
| Greg        | Swindell      | 4450000  | 0  | 1995 |
| Greg        | Swindell      | 4450000  | 0  | 1996 |
| Greg        | Swindell      | 4450000  | 0  | 1996 |
| Greg        | Swindell      | 750000   | 0  | 1997 |
| Greg        | Swindell      | 1300000  | 0  | 1998 |
| Greg        | Swindell      | 1300000  | 0  | 1998 |
| Greg        | Swindell      | 1333333  | 0  | 1999 |
| Greg        | Swindell      | 1833333  | 0  | 2000 |
| Greg        | Swindell      | 2533333  | 0  | 2001 |
| Jeff        | Tabaka        | 109000   | 0  | 1994 |
| Jeff        | Tabaka        | 109000   | 0  | 1994 |
| Jeff        | Tabaka        | 140000   | 0  | 1995 |
| Jeff        | Tabaka        | 140000   | 0  | 1995 |
| Jeff        | Tabaka        | 165000   | 0  | 1996 |
| Jeff        | Tabaka        | 300000   | 0  | 1998 |
| Jeff        | Tabaka        | 400000   | 0  | 2001 |
| Pat         | Tabler        | 285000   | 5  | 1985 |
| Pat         | Tabler        | 395000   | 6  | 1986 |
| Pat         | Tabler        | 605000   | 11 | 1987 |
| Pat         | Tabler        | 800000   | 1  | 1988 |
| Pat         | Tabler        | 800000   | 1  | 1988 |
| Pat         | Tabler        | 825000   | 2  | 1989 |
| Pat         | Tabler        | 725000   | 1  | 1990 |
| Pat         | Tabler        | 725000   | 1  | 1990 |
| Pat         | Tabler        | 700000   | 1  | 1991 |
| Pat         | Tabler        | 900000   | 0  | 1992 |
| Jeff        | Tackett       | 109000   | 5  | 1992 |
| Jeff        | Tackett       | 142500   | 0  | 1993 |
| Jeff        | Tackett       | 162500   | 2  | 1994 |
| Jeff        | Tam           | 207500   | 0  | 1999 |
| Jeff        | Tam           | 207500   | 0  | 1999 |
| Jeff        | Tam           | 240000   | 0  | 2000 |
| Jeff        | Tam           | 350000   | 0  | 2001 |
| Frank       | Tanana        | 590000   | 0  | 1985 |
| Frank       | Tanana        | 590000   | 0  | 1985 |
| Frank       | Tanana        | 662500   | 0  | 1986 |
| Frank       | Tanana        | 662500   | 0  | 1987 |
| Frank       | Tanana        | 1100000  | 0  | 1988 |
| Frank       | Tanana        | 925000   | 0  | 1989 |
| Frank       | Tanana        | 1100000  | 0  | 1990 |
| Frank       | Tanana        | 1900000  | 0  | 1991 |
| Frank       | Tanana        | 1700000  | 0  | 1992 |
| Frank       | Tanana        | 1500000  | 0  | 1993 |
| Frank       | Tanana        | 1500000  | 0  | 1993 |
| Kevin       | Tapani        | 102000   | 0  | 1990 |
| Kevin       | Tapani        | 197500   | 0  | 1991 |
| Kevin       | Tapani        | 485000   | 0  | 1992 |
| Kevin       | Tapani        | 2000000  | 0  | 1993 |
| Kevin       | Tapani        | 2575000  | 0  | 1994 |
| Kevin       | Tapani        | 3600000  | 0  | 1995 |
| Kevin       | Tapani        | 3600000  | 0  | 1995 |
| Kevin       | Tapani        | 1500000  | 0  | 1996 |
| Kevin       | Tapani        | 3750000  | 0  | 1997 |
| Kevin       | Tapani        | 4000000  | 1  | 1998 |
| Kevin       | Tapani        | 3500000  | 0  | 1999 |
| Kevin       | Tapani        | 6000000  | 1  | 2000 |
| Kevin       | Tapani        | 6500000  | 0  | 2001 |
| Tony        | Tarasco       | 109000   | 0  | 1993 |
| Tony        | Tarasco       | 111500   | 5  | 1994 |
| Tony        | Tarasco       | 135000   | 14 | 1995 |
| Tony        | Tarasco       | 230000   | 1  | 1996 |
| Tony        | Tarasco       | 270000   | 7  | 1997 |
| Danny       | Tartabull     | 85000    | 25 | 1986 |
| Danny       | Tartabull     | 145000   | 34 | 1987 |
| Danny       | Tartabull     | 330000   | 26 | 1988 |
| Danny       | Tartabull     | 1035000  | 18 | 1989 |
| Danny       | Tartabull     | 1650000  | 15 | 1990 |
| Danny       | Tartabull     | 2250000  | 31 | 1991 |
| Danny       | Tartabull     | 5300000  | 25 | 1992 |
| Danny       | Tartabull     | 5050000  | 31 | 1993 |
| Danny       | Tartabull     | 4550000  | 19 | 1994 |
| Danny       | Tartabull     | 5300000  | 6  | 1995 |
| Danny       | Tartabull     | 5300000  | 2  | 1995 |
| Danny       | Tartabull     | 5300000  | 27 | 1996 |
| Danny       | Tartabull     | 2000000  | 0  | 1997 |
| Fernando    | Tatis         | 150000   | 8  | 1997 |
| Fernando    | Tatis         | 170000   | 8  | 1998 |
| Fernando    | Tatis         | 170000   | 8  | 1998 |
| Fernando    | Tatis         | 170000   | 3  | 1998 |
| Fernando    | Tatis         | 170000   | 3  | 1998 |
| Fernando    | Tatis         | 270000   | 34 | 1999 |
| Fernando    | Tatis         | 750000   | 18 | 2000 |
| Fernando    | Tatis         | 2750000  | 2  | 2001 |
| Ramon       | Tatis         | 150000   | 0  | 1997 |
| Ramon       | Tatis         | 205000   | 0  | 1998 |
| Jim         | Tatum         | 112000   | 1  | 1993 |
| Jim         | Tatum         | 135000   | 0  | 1995 |
| Jim         | Tatum         | 225000   | 2  | 1998 |
| Ed          | Taubensee     | 100000   | 0  | 1991 |
| Ed          | Taubensee     | 132000   | 5  | 1992 |
| Ed          | Taubensee     | 170000   | 9  | 1993 |
| Ed          | Taubensee     | 275000   | 8  | 1994 |
| Ed          | Taubensee     | 275000   | 0  | 1994 |
| Ed          | Taubensee     | 710000   | 9  | 1995 |
| Ed          | Taubensee     | 625000   | 12 | 1996 |
| Ed          | Taubensee     | 900000   | 10 | 1997 |
| Ed          | Taubensee     | 975000   | 11 | 1998 |
| Ed          | Taubensee     | 1200000  | 21 | 1999 |
| Ed          | Taubensee     | 1400000  | 6  | 2000 |
| Ed          | Taubensee     | 1800000  | 3  | 2001 |
| Jesus       | Tavarez       | 109000   | 0  | 1994 |
| Jesus       | Tavarez       | 114000   | 2  | 1995 |
| Jesus       | Tavarez       | 134000   | 0  | 1996 |
| Jesus       | Tavarez       | 175000   | 0  | 1997 |
| Julian      | Tavarez       | 109000   | 0  | 1993 |
| Julian      | Tavarez       | 115000   | 0  | 1994 |
| Julian      | Tavarez       | 120000   | 0  | 1995 |
| Julian      | Tavarez       | 391666   | 0  | 1996 |
| Julian      | Tavarez       | 683333   | 0  | 1997 |
| Julian      | Tavarez       | 1108334  | 0  | 1998 |
| Julian      | Tavarez       | 1150000  | 0  | 1999 |
| Julian      | Tavarez       | 1200000  | 0  | 2000 |
| Julian      | Tavarez       | 2275000  | 0  | 2001 |
| Billy       | Taylor        | 132500   | 0  | 1994 |
| Billy       | Taylor        | 135000   | 0  | 1996 |
| Billy       | Taylor        | 575000   | 0  | 1997 |
| Billy       | Taylor        | 1100000  | 0  | 1998 |
| Billy       | Taylor        | 2500000  | 0  | 1999 |
| Billy       | Taylor        | 2500000  | 0  | 1999 |
| Kerry       | Taylor        | 109000   | 0  | 1993 |
| Miguel      | Tejada        | 150000   | 2  | 1997 |
| Miguel      | Tejada        | 172000   | 11 | 1998 |
| Miguel      | Tejada        | 230000   | 21 | 1999 |
| Miguel      | Tejada        | 290000   | 30 | 2000 |
| Miguel      | Tejada        | 2025000  | 31 | 2001 |
| Kent        | Tekulve       | 830000   | 0  | 1985 |
| Kent        | Tekulve       | 830000   | 0  | 1985 |
| Kent        | Tekulve       | 890000   | 0  | 1986 |
| Kent        | Tekulve       | 925000   | 0  | 1987 |
| Kent        | Tekulve       | 850000   | 0  | 1988 |
| Amaury      | Telemaco      | 109000   | 0  | 1996 |
| Amaury      | Telemaco      | 173000   | 0  | 1998 |
| Amaury      | Telemaco      | 173000   | 0  | 1998 |
| Amaury      | Telemaco      | 173000   | 0  | 1998 |
| Amaury      | Telemaco      | 173000   | 0  | 1998 |
| Amaury      | Telemaco      | 325000   | 0  | 1999 |
| Amaury      | Telemaco      | 325000   | 0  | 1999 |
| Amaury      | Telemaco      | 375000   | 0  | 2000 |
| Amaury      | Telemaco      | 375000   | 0  | 2001 |
| Anthony     | Telford       | 100000   | 0  | 1990 |
| Anthony     | Telford       | 150000   | 0  | 1997 |
| Anthony     | Telford       | 225000   | 0  | 1998 |
| Anthony     | Telford       | 320000   | 0  | 1999 |
| Anthony     | Telford       | 700000   | 0  | 2000 |
| Anthony     | Telford       | 1225000  | 0  | 2001 |
| Dave        | Telgheder     | 109000   | 0  | 1993 |
| Dave        | Telgheder     | 135000   | 0  | 1994 |
| Dave        | Telgheder     | 135000   | 0  | 1995 |
| Dave        | Telgheder     | 147500   | 0  | 1996 |
| Dave        | Telgheder     | 165000   | 0  | 1997 |
| Dave        | Telgheder     | 200000   | 0  | 1998 |
| Tom         | Tellmann      | 207500   | 0  | 1985 |
| Garry       | Templeton     | 1137000  | 6  | 1985 |
| Garry       | Templeton     | 1103018  | 2  | 1986 |
| Garry       | Templeton     | 1143225  | 5  | 1987 |
| Garry       | Templeton     | 1143502  | 3  | 1988 |
| Garry       | Templeton     | 700000   | 6  | 1989 |
| Garry       | Templeton     | 550000   | 9  | 1990 |
| Garry       | Templeton     | 530000   | 2  | 1991 |
| Garry       | Templeton     | 530000   | 1  | 1991 |
| Walt        | Terrell       | 177500   | 0  | 1985 |
| Walt        | Terrell       | 260000   | 0  | 1986 |
| Walt        | Terrell       | 600000   | 0  | 1987 |
| Walt        | Terrell       | 665000   | 0  | 1988 |
| Walt        | Terrell       | 775000   | 0  | 1989 |
| Walt        | Terrell       | 775000   | 0  | 1989 |
| Walt        | Terrell       | 800000   | 0  | 1990 |
| Walt        | Terrell       | 800000   | 0  | 1990 |
| Walt        | Terrell       | 1000000  | 0  | 1991 |
| Walt        | Terrell       | 109000   | 0  | 1992 |
| Scott       | Terry         | 75000    | 0  | 1988 |
| Scott       | Terry         | 105000   | 2  | 1989 |
| Scott       | Terry         | 370000   | 0  | 1990 |
| Scott       | Terry         | 350000   | 0  | 1991 |
| Jay         | Tessmer       | 170000   | 0  | 1998 |
| Mickey      | Tettleton     | 95000    | 10 | 1986 |
| Mickey      | Tettleton     | 120000   | 8  | 1987 |
| Mickey      | Tettleton     | 290000   | 26 | 1989 |
| Mickey      | Tettleton     | 750000   | 15 | 1990 |
| Mickey      | Tettleton     | 1600000  | 31 | 1991 |
| Mickey      | Tettleton     | 3325000  | 32 | 1992 |
| Mickey      | Tettleton     | 3333333  | 32 | 1993 |
| Mickey      | Tettleton     | 1858334  | 17 | 1994 |
| Mickey      | Tettleton     | 1000000  | 32 | 1995 |
| Mickey      | Tettleton     | 1461649  | 24 | 1996 |
| Mickey      | Tettleton     | 1783140  | 3  | 1997 |
| Tim         | Teufel        | 110000   | 10 | 1985 |
| Tim         | Teufel        | 200000   | 4  | 1986 |
| Tim         | Teufel        | 277500   | 14 | 1987 |
| Tim         | Teufel        | 537500   | 4  | 1988 |
| Tim         | Teufel        | 590000   | 2  | 1989 |
| Tim         | Teufel        | 612500   | 10 | 1990 |
| Tim         | Teufel        | 637500   | 11 | 1991 |
| Tim         | Teufel        | 637500   | 1  | 1991 |
| Tim         | Teufel        | 687500   | 6  | 1992 |
| Tim         | Teufel        | 762500   | 7  | 1993 |
| Bob         | Tewksbury     | 85000    | 0  | 1987 |
| Bob         | Tewksbury     | 85000    | 0  | 1987 |
| Bob         | Tewksbury     | 100000   | 0  | 1990 |
| Bob         | Tewksbury     | 160000   | 0  | 1991 |
| Bob         | Tewksbury     | 825000   | 0  | 1992 |
| Bob         | Tewksbury     | 2625000  | 0  | 1993 |
| Bob         | Tewksbury     | 3500000  | 0  | 1994 |
| Bob         | Tewksbury     | 1500000  | 0  | 1995 |
| Bob         | Tewksbury     | 1500000  | 0  | 1996 |
| Bob         | Tewksbury     | 2000000  | 0  | 1997 |
| Bob         | Tewksbury     | 125000   | 0  | 1997 |
| Bob         | Tewksbury     | 1750000  | 0  | 1998 |
| Bobby       | Thigpen       | 60000    | 0  | 1986 |
| Bobby       | Thigpen       | 625000   | 0  | 1987 |
| Bobby       | Thigpen       | 70000    | 0  | 1988 |
| Bobby       | Thigpen       | 467500   | 0  | 1989 |
| Bobby       | Thigpen       | 325000   | 0  | 1990 |
| Bobby       | Thigpen       | 2418667  | 0  | 1991 |
| Bobby       | Thigpen       | 3166667  | 0  | 1992 |
| Bobby       | Thigpen       | 3416667  | 0  | 1993 |
| Bobby       | Thigpen       | 3416667  | 0  | 1993 |
| Bobby       | Thigpen       | 200000   | 0  | 1994 |
| Andres      | Thomas        | 60000    | 6  | 1986 |
| Andres      | Thomas        | 75000    | 5  | 1987 |
| Andres      | Thomas        | 110000   | 13 | 1988 |
| Andres      | Thomas        | 510000   | 13 | 1989 |
| Andres      | Thomas        | 550000   | 5  | 1990 |
| Frank       | Thomas        | 120000   | 32 | 1991 |
| Frank       | Thomas        | 620000   | 24 | 1992 |
| Frank       | Thomas        | 1115000  | 41 | 1993 |
| Frank       | Thomas        | 2755000  | 38 | 1994 |
| Frank       | Thomas        | 7150000  | 40 | 1995 |
| Frank       | Thomas        | 7150000  | 40 | 1996 |
| Frank       | Thomas        | 7150000  | 35 | 1997 |
| Frank       | Thomas        | 7000000  | 29 | 1998 |
| Frank       | Thomas        | 7000000  | 15 | 1999 |
| Frank       | Thomas        | 7100000  | 43 | 2000 |
| Frank       | Thomas        | 9927000  | 4  | 2001 |
| Gorman      | Thomas        | 690000   | 32 | 1985 |
| Gorman      | Thomas        | 600000   | 10 | 1986 |
| Gorman      | Thomas        | 60000    | 10 | 1986 |
| Gorman      | Thomas        | 600000   | 6  | 1986 |
| Gorman      | Thomas        | 60000    | 6  | 1986 |
| Larry       | Thomas        | 109000   | 0  | 1995 |
| Larry       | Thomas        | 130000   | 0  | 1996 |
| Jim         | Thome         | 100000   | 1  | 1991 |
| Jim         | Thome         | 110000   | 2  | 1992 |
| Jim         | Thome         | 135000   | 7  | 1993 |
| Jim         | Thome         | 325000   | 20 | 1994 |
| Jim         | Thome         | 825000   | 25 | 1995 |
| Jim         | Thome         | 1600000  | 38 | 1996 |
| Jim         | Thome         | 2625000  | 40 | 1997 |
| Jim         | Thome         | 4800000  | 30 | 1998 |
| Jim         | Thome         | 8225000  | 33 | 1999 |
| Jim         | Thome         | 8175000  | 37 | 2000 |
| Jim         | Thome         | 7875000  | 49 | 2001 |
| Jason       | Thompson      | 1066667  | 12 | 1985 |
| Jason       | Thompson      | 1000000  | 0  | 1986 |
| Justin      | Thompson      | 109000   | 0  | 1996 |
| Justin      | Thompson      | 198000   | 0  | 1997 |
| Justin      | Thompson      | 400000   | 0  | 1998 |
| Justin      | Thompson      | 650000   | 0  | 1999 |
| Mark        | Thompson      | 109000   | 0  | 1994 |
| Mark        | Thompson      | 109000   | 0  | 1995 |
| Mark        | Thompson      | 145000   | 0  | 1996 |
| Mark        | Thompson      | 252000   | 1  | 1997 |
| Mark        | Thompson      | 300000   | 0  | 1998 |
| Mark        | Thompson      | 400000   | 0  | 2000 |
| Milt        | Thompson      | 95000    | 6  | 1986 |
| Milt        | Thompson      | 140000   | 7  | 1987 |
| Milt        | Thompson      | 240000   | 2  | 1988 |
| Milt        | Thompson      | 505000   | 4  | 1989 |
| Milt        | Thompson      | 866667   | 6  | 1990 |
| Milt        | Thompson      | 1516667  | 6  | 1991 |
| Milt        | Thompson      | 1616667  | 4  | 1992 |
| Milt        | Thompson      | 1475000  | 4  | 1993 |
| Milt        | Thompson      | 300000   | 4  | 1993 |
| Milt        | Thompson      | 1375000  | 3  | 1994 |
| Milt        | Thompson      | 1375000  | 1  | 1994 |
| Milt        | Thompson      | 525000   | 2  | 1995 |
| Milt        | Thompson      | 300000   | 0  | 1996 |
| Milt        | Thompson      | 300000   | 0  | 1996 |
| Rich        | Thompson      | 68000    | 0  | 1989 |
| Rich        | Thompson      | 104500   | 0  | 1990 |
| Robby       | Thompson      | 60000    | 7  | 1986 |
| Robby       | Thompson      | 140000   | 10 | 1987 |
| Robby       | Thompson      | 232500   | 7  | 1988 |
| Robby       | Thompson      | 536000   | 13 | 1989 |
| Robby       | Thompson      | 900000   | 15 | 1990 |
| Robby       | Thompson      | 1500000  | 19 | 1991 |
| Robby       | Thompson      | 1600000  | 14 | 1992 |
| Robby       | Thompson      | 1925000  | 19 | 1993 |
| Robby       | Thompson      | 3333333  | 2  | 1994 |
| Robby       | Thompson      | 3333333  | 8  | 1995 |
| Robby       | Thompson      | 4958333  | 5  | 1996 |
| Ryan        | Thompson      | 109000   | 11 | 1993 |
| Ryan        | Thompson      | 175000   | 18 | 1994 |
| Ryan        | Thompson      | 220000   | 7  | 1995 |
| Ryan        | Thompson      | 275000   | 1  | 1996 |
| Ryan        | Thompson      | 275000   | 1  | 1999 |
| Scot        | Thompson      | 197000   | 0  | 1985 |
| Scot        | Thompson      | 197000   | 0  | 1985 |
| John        | Thomson       | 150000   | 0  | 1997 |
| John        | Thomson       | 210000   | 0  | 1998 |
| John        | Thomson       | 300000   | 0  | 1999 |
| John        | Thomson       | 300000   | 0  | 2001 |
| Dickie      | Thon          | 675000   | 6  | 1985 |
| Dickie      | Thon          | 600000   | 3  | 1986 |
| Dickie      | Thon          | 675000   | 1  | 1987 |
| Dickie      | Thon          | 200000   | 1  | 1988 |
| Dickie      | Thon          | 600000   | 15 | 1989 |
| Dickie      | Thon          | 1100000  | 8  | 1990 |
| Dickie      | Thon          | 1250000  | 9  | 1991 |
| Dickie      | Thon          | 600000   | 4  | 1992 |
| Dickie      | Thon          | 250000   | 1  | 1993 |
| Andre       | Thornton      | 1100000  | 22 | 1985 |
| Andre       | Thornton      | 1100000  | 17 | 1986 |
| Andre       | Thornton      | 1100000  | 0  | 1987 |
| Lou         | Thornton      | 103000   | 0  | 1990 |
| Gary        | Thurman       | 62500    | 0  | 1987 |
| Gary        | Thurman       | 62500    | 0  | 1988 |
| Gary        | Thurman       | 100000   | 0  | 1990 |
| Gary        | Thurman       | 287500   | 0  | 1992 |
| Gary        | Thurman       | 425000   | 0  | 1993 |
| Gary        | Thurman       | 250000   | 0  | 1995 |
| Mark        | Thurmond      | 130000   | 0  | 1985 |
| Mark        | Thurmond      | 270000   | 0  | 1986 |
| Mark        | Thurmond      | 270000   | 0  | 1986 |
| Mark        | Thurmond      | 370000   | 0  | 1987 |
| Mark        | Thurmond      | 435000   | 0  | 1988 |
| Mark        | Thurmond      | 470000   | 0  | 1989 |
| Mike        | Thurman       | 170500   | 0  | 1998 |
| Mike        | Thurman       | 212500   | 0  | 1999 |
| Mike        | Thurman       | 267500   | 0  | 2000 |
| Mike        | Thurman       | 300000   | 0  | 2001 |
| Jay         | Tibbs         | 60000    | 0  | 1985 |
| Jay         | Tibbs         | 127500   | 0  | 1986 |
| Jay         | Tibbs         | 175000   | 0  | 1989 |
| Jay         | Tibbs         | 335000   | 0  | 1990 |
| Jay         | Tibbs         | 335000   | 0  | 1990 |
| Rusty       | Tillman       | 60000    | 1  | 1986 |
| Mike        | Timlin        | 100000   | 0  | 1991 |
| Mike        | Timlin        | 222000   | 0  | 1992 |
| Mike        | Timlin        | 262000   | 0  | 1993 |
| Mike        | Timlin        | 510000   | 0  | 1994 |
| Mike        | Timlin        | 500000   | 0  | 1995 |
| Mike        | Timlin        | 635000   | 0  | 1996 |
| Mike        | Timlin        | 1300000  | 0  | 1997 |
| Mike        | Timlin        | 1300000  | 0  | 1997 |
| Mike        | Timlin        | 3025000  | 0  | 1998 |
| Mike        | Timlin        | 2250000  | 0  | 1999 |
| Mike        | Timlin        | 4250000  | 0  | 2000 |
| Mike        | Timlin        | 4250000  | 0  | 2000 |
| Mike        | Timlin        | 4250000  | 0  | 2001 |
| Ozzie       | Timmons       | 109000   | 8  | 1995 |
| Ozzie       | Timmons       | 150000   | 7  | 1996 |
| Ron         | Tingley       | 100000   | 0  | 1990 |
| Ron         | Tingley       | 170000   | 3  | 1992 |
| Ron         | Tingley       | 262500   | 0  | 1993 |
| Ron         | Tingley       | 270000   | 1  | 1994 |
| Ron         | Tingley       | 270000   | 0  | 1994 |
| Ron         | Tingley       | 280000   | 4  | 1995 |
| Lee         | Tinsley       | 109000   | 1  | 1993 |
| Lee         | Tinsley       | 119000   | 2  | 1994 |
| Lee         | Tinsley       | 140000   | 7  | 1995 |
| Lee         | Tinsley       | 225000   | 3  | 1996 |
| Lee         | Tinsley       | 225000   | 0  | 1996 |
| Lee         | Tinsley       | 400000   | 0  | 1997 |
| Jose        | Tolentino     | 118000   | 1  | 1991 |
| Freddie     | Toliver       | 60000    | 0  | 1986 |
| Brian       | Tollberg      | 230000   | 0  | 2001 |
| Wayne       | Tolleson      | 135000   | 1  | 1985 |
| Wayne       | Tolleson      | 275000   | 3  | 1986 |
| Wayne       | Tolleson      | 275000   | 0  | 1986 |
| Wayne       | Tolleson      | 385000   | 1  | 1987 |
| Wayne       | Tolleson      | 410000   | 0  | 1988 |
| Wayne       | Tolleson      | 425000   | 0  | 1990 |
| Andy        | Tomberlin     | 129000   | 4  | 1995 |
| Andy        | Tomberlin     | 130000   | 3  | 1996 |
| Andy        | Tomberlin     | 200000   | 0  | 1997 |
| Brett       | Tomko         | 150000   | 0  | 1997 |
| Brett       | Tomko         | 230000   | 0  | 1998 |
| Brett       | Tomko         | 400000   | 0  | 1999 |
| Brett       | Tomko         | 1100000  | 0  | 2001 |
| Dave        | Tomlin        | 60000    | 0  | 1986 |
| Randy       | Tomlin        | 120000   | 0  | 1991 |
| Randy       | Tomlin        | 180000   | 0  | 1992 |
| Randy       | Tomlin        | 325000   | 0  | 1993 |
| Randy       | Tomlin        | 975000   | 0  | 1994 |
| Dilson      | Torres        | 109000   | 0  | 1995 |
| Salomon     | Torres        | 115000   | 0  | 1994 |
| Salomon     | Torres        | 115000   | 0  | 1995 |
| Salomon     | Torres        | 115000   | 0  | 1995 |
| Salomon     | Torres        | 175000   | 0  | 1997 |
| Salomon     | Torres        | 175000   | 0  | 1997 |
| Jim         | Traber        | 60000    | 13 | 1986 |
| Jim         | Traber        | 80000    | 10 | 1988 |
| Jim         | Traber        | 90000    | 4  | 1989 |
| Steve       | Trachsel      | 109000   | 0  | 1993 |
| Steve       | Trachsel      | 112000   | 0  | 1994 |
| Steve       | Trachsel      | 180000   | 0  | 1995 |
| Steve       | Trachsel      | 220000   | 1  | 1996 |
| Steve       | Trachsel      | 2100000  | 0  | 1997 |
| Steve       | Trachsel      | 2987500  | 1  | 1998 |
| Steve       | Trachsel      | 5250000  | 0  | 1999 |
| Steve       | Trachsel      | 1000000  | 0  | 2000 |
| Steve       | Trachsel      | 1000000  | 0  | 2000 |
| Steve       | Trachsel      | 3000000  | 0  | 2001 |
| Andy        | Tracy         | 218000   | 2  | 2001 |
| Alan        | Trammell      | 517143   | 13 | 1985 |
| Alan        | Trammell      | 567143   | 21 | 1986 |
| Alan        | Trammell      | 617143   | 28 | 1987 |
| Alan        | Trammell      | 1000000  | 15 | 1988 |
| Alan        | Trammell      | 1100000  | 5  | 1989 |
| Alan        | Trammell      | 1800000  | 14 | 1990 |
| Alan        | Trammell      | 2200000  | 9  | 1991 |
| Alan        | Trammell      | 2400000  | 1  | 1992 |
| Alan        | Trammell      | 1827500  | 12 | 1993 |
| Alan        | Trammell      | 3000000  | 8  | 1994 |
| Alan        | Trammell      | 1300000  | 2  | 1995 |
| Alan        | Trammell      | 600000   | 1  | 1996 |
| Bubba       | Trammell      | 150000   | 4  | 1997 |
| Bubba       | Trammell      | 180000   | 12 | 1998 |
| Bubba       | Trammell      | 230000   | 14 | 1999 |
| Bubba       | Trammell      | 253000   | 7  | 2000 |
| Bubba       | Trammell      | 253000   | 3  | 2000 |
| Bubba       | Trammell      | 335000   | 25 | 2001 |
| John        | Trautwein     | 62500    | 0  | 1988 |
| Jeff        | Treadway      | 65000    | 2  | 1988 |
| Jeff        | Treadway      | 95000    | 8  | 1989 |
| Jeff        | Treadway      | 250000   | 11 | 1990 |
| Jeff        | Treadway      | 770000   | 3  | 1991 |
| Jeff        | Treadway      | 1262000  | 0  | 1992 |
| Jeff        | Treadway      | 375000   | 2  | 1993 |
| Jeff        | Treadway      | 500000   | 0  | 1994 |
| Jeff        | Treadway      | 500000   | 0  | 1995 |
| Jeff        | Treadway      | 500000   | 0  | 1995 |
| Chris       | Tremie        | 109000   | 0  | 1995 |
| Alex        | Trevino       | 462500   | 6  | 1985 |
| Alex        | Trevino       | 409485   | 4  | 1986 |
| Alex        | Trevino       | 370153   | 3  | 1987 |
